address,full_address,latitude,longitude
Singapore 760927,927 YISHUN CENTRAL 1 HDB-YISHUN SINGAPORE 760927,1.427674645,103.8377315
Singapore 520419,419 TAMPINES STREET 41 SUN PLAZA GARDENS SINGAPORE 520419,1.357832522,103.9467269
Singapore 310219,219 LORONG 8 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310219,1.342764332,103.8558726
Singapore 141083,83 STRATHMORE AVENUE HDB-QUEENSTOWN SINGAPORE 141083,1.294642864,103.808264
Singapore 760734,734 YISHUN AVENUE 5 NEE SOON CENTRAL VISTA SINGAPORE 760734,1.429264553,103.8310748
Singapore 730331,331 WOODLANDS AVENUE 1 HDB-WOODLANDS SINGAPORE 730331,1.429408797,103.7787134
Singapore 733782,782C WOODLANDS CRESCENT WOODLANDS MEADOW SINGAPORE 733782,1.447684223,103.8034604
Singapore 560586,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,1.37030353,103.8534559
Singapore 792408,408B FERNVALE ROAD CORAL VALE SINGAPORE 792408,1.389004274,103.8760691
Singapore 371018,18A CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 371018,1.329320824,103.8880717
Singapore 730149,149 WOODLANDS STREET 13 HDB-WOODLANDS SINGAPORE 730149,1.435763817,103.772798
Singapore 530222,222 HOUGANG STREET 21 KOVAN GREEN SINGAPORE 530222,1.356334679,103.8837227
Singapore 470774,774 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470774,1.336582219,103.9367073
Singapore 570217,217 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570217,1.356740015,103.8493295
Singapore 521498,498B TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 521498,1.361021726,103.9586014
Singapore 350138,138 POTONG PASIR AVENUE 3 HDB-POTONG PASIR SINGAPORE 350138,1.33356221,103.8654586
Singapore 540155,155 RIVERVALE CRESCENT RIVERVALE GREEN SINGAPORE 540155,1.390698662,103.9072088
Singapore 400020,20 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400020,1.324656484,103.9032431
Singapore 162009,9A BOON TIONG ROAD TIONG BAHRU VIEW SINGAPORE 162009,1.286827152,103.8286595
Singapore 163118,118C JALAN MEMBINA MEMBINA 118 SINGAPORE 163118,1.282169371,103.8263337
Singapore 131028,28A DOVER CRESCENT DOVER GARDENS SINGAPORE 131028,1.304915957,103.7821881
Singapore 590007,7 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590007,1.337373144,103.7750432
Singapore 150002,2 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 150002,1.286629213,103.8068619
Singapore 730301,301 WOODLANDS STREET 31 HDB-WOODLANDS SINGAPORE 730301,1.43150527,103.7735157
Singapore 735780,780E WOODLANDS CRESCENT WOODLANDS DEW SINGAPORE 735780,1.44800009,103.8017004
Singapore 310225,225 LORONG 8 TOA PAYOH TOA PAYOH EIGHT SINGAPORE 310225,1.339507531,103.8559142
Singapore 550544,544 SERANGOON NORTH AVENUE 3 HDB-SERANGOON NORTH ESTATE SINGAPORE 550544,1.374409593,103.8709312
Singapore 100075,75 TELOK BLANGAH DRIVE HDB-BUKIT MERAH SINGAPORE 100075,1.274896709,103.8086953
Singapore 525495,495F TAMPINES STREET 43 HDB-TAMPINES SINGAPORE 525495,1.364420765,103.9529403
Singapore 520721,721 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520721,1.359920231,103.936352
Singapore 760114,114 YISHUN RING ROAD CHONG PANG VALE SINGAPORE 760114,1.434137926,103.8270203
Singapore 670155,155 GANGSA ROAD HDB-BUKIT PANJANG SINGAPORE 670155,1.37531521,103.7650289
Singapore 521234,234 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 521234,1.355904136,103.9480246
Singapore 460025,25 CHAI CHEE ROAD ANSAR GARDEN SINGAPORE 460025,1.323762901,103.9241556
Singapore 530341,341 HOUGANG AVENUE 7 HDB-HOUGANG SINGAPORE 530341,1.37044549,103.8985887
Singapore 823266,266C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823266,1.405154198,103.8978052
Singapore 520420,420 TAMPINES STREET 41 SUN PLAZA GARDENS SINGAPORE 520420,1.357864662,103.9475346
Singapore 400341,341 UBI AVENUE 1 KAMPONG UBI VIEW SINGAPORE 400341,1.326712606,103.9015607
Singapore 822256,256B SUMANG WALK PUNGGOL OPAL SINGAPORE 822256,1.406049079,103.8961795
Singapore 310229,229 LORONG 8 TOA PAYOH TOA PAYOH EIGHT SINGAPORE 310229,1.338718312,103.8591946
Singapore 520893,893 TAMPINES AVENUE 8 HDB-TAMPINES SINGAPORE 520893,1.348470875,103.9302283
Singapore 510440,440 PASIR RIS DRIVE 4 HDB-PASIR RIS SINGAPORE 510440,1.369008093,103.9586966
Singapore 130003,3 DOVER ROAD DOVER COURT SINGAPORE 130003,1.303735921,103.7824438
Singapore 530972,972 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530972,1.378220406,103.8794205
Singapore 470773,773 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470773,1.336316022,103.9374579
Singapore 570136,136 BISHAN STREET 12 BISHAN GREEN SINGAPORE 570136,1.344134139,103.8517405
Singapore 320007,7 SAINT GEORGE'S LANE HDB-KALLANG/WHAMPOA SINGAPORE 320007,1.323700389,103.8590569
Singapore 510142,142 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510142,1.363452585,103.9589017
Singapore 560346,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,1.367095869,103.8496623
Singapore 400326,326 UBI AVENUE 1 KAMPUNG UBI ESTATE SINGAPORE 400326,1.327171622,103.9038042
Singapore 431006,6 JALAN BATU DI TANJONG RHU SINGAPORE 431006,1.301290289,103.8840121
Singapore 266734,3 QUEEN'S ROAD SINGAPORE 266734,1.322877615,103.8116477
Singapore 560510,510 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560510,1.373400926,103.8490732
Singapore 570164,164 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570164,1.348463524,103.8560947
Singapore 410115,115 LENGKONG TIGA HDB-KEMBANGAN ESTATE SINGAPORE 410115,1.322973099,103.9112281
Singapore 270004,4 GHIM MOH ROAD GHIM MOH GREEN SINGAPORE 270004,1.313193696,103.7881922
Singapore 760312,312 YISHUN RING ROAD YISHUN RIVERGREEN SINGAPORE 760312,1.431416566,103.8414574
Singapore 410109,109 LENGKONG TIGA KEMBANGAN GARDENS SINGAPORE 410109,1.324580762,103.9106975
Singapore 152028,28 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 152028,1.286403502,103.809742
Singapore 560150,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,1.376806785,103.842018
Singapore 510270,270 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510270,1.36553638,103.9643986
Singapore 730542,542 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730542,1.427731875,103.7936251
Singapore 520275,275 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520275,1.347813037,103.9504093
Singapore 560442,442 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560442,1.365653269,103.8552322
Singapore 760733,733 YISHUN AVENUE 5 NEE SOON CENTRAL VISTA SINGAPORE 760733,1.429654211,103.8308899
Singapore 530408,408 HOUGANG AVENUE 10 SINGAPORE 530408,1.373326125,103.8953862
Singapore 570246,246 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570246,1.360674162,103.8433536
Singapore 522860,860B TAMPINES AVENUE 5 TAMPINES PARKVIEW SINGAPORE 522860,1.355460836,103.9371189
Singapore 680526,526 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680526,1.391354054,103.7418933
Singapore 460180,180 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460180,1.326713488,103.9408922
Singapore 760742,742 YISHUN AVENUE 5 NEE SOON CENTRAL SPRING SINGAPORE 760742,1.429720076,103.8331094
Singapore 600262,262 JURONG EAST STREET 24 HDB-JURONG EAST SINGAPORE 600262,1.344127143,103.7411124
Singapore 461033,33 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461033,1.324009118,103.9258481
Singapore 330073,73 GEYLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 330073,1.322642369,103.8705965
Singapore 440032,32 MARINE CRESCENT MARINE CRESCENT VILLE SINGAPORE 440032,1.303178277,103.9118066
Singapore 601225,225A JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 601225,1.3420865,103.7368257
Singapore 650110,110 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650110,1.347544439,103.7457968
Singapore 510426,426 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510426,1.369968332,103.9560026
Singapore 440002,2 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440002,1.304467615,103.9181741
Singapore 141089,89 TANGLIN HALT ROAD COMMONWEALTH VIEW SINGAPORE 141089,1.301200354,103.7989219
Singapore 600116,116 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600116,1.339707633,103.7346978
Singapore 752339,339B SEMBAWANG CLOSE SUN TRELLIS SINGAPORE 752339,1.448015957,103.8175607
Singapore 610120,120 HO CHING ROAD HDB-TAMAN JURONG SINGAPORE 610120,1.335407648,103.724261
Singapore 823604,604C PUNGGOL ROAD PUNGGOL LODGE SINGAPORE 823604,1.403665376,103.9075323
Singapore 520857,857 TAMPINES STREET 83 TAMPINES PARKVIEW SINGAPORE 520857,1.354303068,103.9359001
Singapore 140048,48 STRATHMORE AVENUE FORFAR HEIGHTS SINGAPORE 140048,1.293802603,103.8077892
Singapore 730328,328 WOODLANDS STREET 32 HDB-WOODLANDS SINGAPORE 730328,1.430057496,103.7794398
Singapore 513526,526C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513526,1.368294306,103.947266
Singapore 823172,172C EDGEDALE PLAINS SINGAPORE 823172,1.395444577,103.9124654
Singapore 763315,315C YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 763315,1.432367366,103.8433009
Singapore 550418,418 SERANGOON CENTRAL HDB-SERANGOON ESTATE SINGAPORE 550418,1.349680175,103.8752797
Singapore 750490,490 ADMIRALTY LINK SEMBAWANG GREEN SINGAPORE 750490,1.455299736,103.8172407
Singapore 540312,312 ANCHORVALE LANE MULTI STOREY CAR PARK SINGAPORE 540312,1.392229916,103.8851251
Singapore 670239,239 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670239,1.380149397,103.7711263
Singapore 760211,211 YISHUN STREET 21 YISHUN PALM SPRING SINGAPORE 760211,1.431747562,103.8382921
Singapore 560624,624 ANG MO KIO AVENUE 4 HDB-ANG MO KIO SINGAPORE 560624,1.381561712,103.8400023
Singapore 540103,103 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540103,1.382911477,103.9012086
Singapore 791440,440A FERNVALE LINK FERNVALE GARDENS SINGAPORE 791440,1.393188539,103.878692
Singapore 350142,142 POTONG PASIR AVENUE 3 HDB-POTONG PASIR SINGAPORE 350142,1.333204067,103.8669926
Singapore 792415,415B FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 792415,1.388844036,103.8800835
Singapore 510118,118 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510118,1.3671492,103.9548053
Singapore 440014,14 MARINE TERRACE MARINE TERRACE BREEZE SINGAPORE 440014,1.303476179,103.9154117
Singapore 440073,73 MARINE DRIVE MARINE DRIVE VIEW SINGAPORE 440073,1.303805416,103.9083624
Singapore 510515,515 PASIR RIS STREET 52 ELIAS PARKS ESTATE SINGAPORE 510515,1.374144156,103.9429572
Singapore 460545,545 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460545,1.330051424,103.924118
Singapore 542225,225B COMPASSVALE WALK COMPASSVALE VISTA SINGAPORE 542225,1.387845529,103.8989519
Singapore 550515,515 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550515,1.371057299,103.8736881
Singapore 330055,55 GEYLANG BAHRU GEYLANG BAHRU RIVERPOINT SINGAPORE 330055,1.324084641,103.8685905
Singapore 081110,110 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 081110,1.273638234,103.8364203
Singapore 542192,192B RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 542192,1.394219766,103.9030537
Singapore 520329,329 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520329,1.353355521,103.9587286
Singapore 350143,143 POTONG PASIR AVENUE 2 HDB-POTONG PASIR SINGAPORE 350143,1.332907621,103.8661688
Singapore 310084,84 LORONG 2 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310084,1.335221458,103.8476536
Singapore 460132,132 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460132,1.32775289,103.9367093
Singapore 570113,113 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570113,1.347231851,103.848809
Singapore 760830,830 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760830,1.414238374,103.8339538
Singapore 730173,173 WOODLANDS STREET 13 HDB-WOODLANDS SINGAPORE 730173,1.432967231,103.7778075
Singapore 530910,910 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530910,1.378888443,103.8828273
Singapore 521102,102 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 521102,1.346716163,103.9455214
Singapore 730351,351 WOODLANDS AVENUE 1 HDB-WOODLANDS SINGAPORE 730351,1.432506001,103.7840616
Singapore 350119,119 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350119,1.334561497,103.862943
Singapore 550330,330 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550330,1.34993697,103.8695629
Singapore 151074,74A REDHILL ROAD SINGAPORE 151074,1.287963807,103.8162431
Singapore 440033,33 MARINE CRESCENT MARINE CRESCENT VILLE SINGAPORE 440033,1.302648966,103.9121848
Singapore 440065,65 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440065,1.303405476,103.9097344
Singapore 510416,416 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510416,1.371636601,103.9556207
Singapore 160146,146 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160146,1.277848766,103.8308115
Singapore 520407,407 TAMPINES STREET 41 SUN PLAZA GREEN SINGAPORE 520407,1.358196018,103.9450157
Singapore 544264,264D COMPASSVALE BOW THE CORIS SINGAPORE 544264,1.381545075,103.8959434
Singapore 160082,82 TIONG POH ROAD TIONG BAHRU ESTATE SINGAPORE 160082,1.283234715,103.8336811
Singapore 751463,463A SEMBAWANG DRIVE SEMBAWANG RIVERLODGE SINGAPORE 751463,1.455598437,103.8140452
Singapore 460424,424 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460424,1.32842001,103.9274827
Singapore 537984,984D BUANGKOK LINK HDB-HOUGANG SINGAPORE 537984,1.382373758,103.8809546
Singapore 541200,200A SENGKANG EAST ROAD COMPASSVALE SOUTH GATE SINGAPORE 541200,1.387007032,103.8919648
Singapore 650540,540 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650540,1.354405682,103.751306
Singapore 320094,94 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320094,1.321979417,103.8557543
Singapore 570171,171 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570171,1.346787771,103.85371
Singapore 400415,415 EUNOS ROAD 5 HDB-JALAN EUNOS SINGAPORE 400415,1.318226619,103.8978549
Singapore 321022,22 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 321022,1.325204757,103.8624453
Singapore 080012,12 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080012,1.27447616,103.8400703
Singapore 080013,13 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080013,1.27469944,103.8404854
Singapore 600050,50 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600050,1.320603555,103.7377922
Singapore 570293,293 BISHAN STREET 22 BISHAN HEIGHTS SINGAPORE 570293,1.356280097,103.8458941
Singapore 530603,603 HOUGANG AVENUE 4 HDB-HOUGANG SINGAPORE 530603,1.371436028,103.8858451
Singapore 140157,157 MEI LING STREET MEILING HEIGHTS SINGAPORE 140157,1.293111932,103.8037302
Singapore 642665,665B JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 642665,1.339798317,103.7029436
Singapore 570121,121 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570121,1.347186678,103.8510492
Singapore 680528,528 CHOA CHU KANG STREET 51 HDB-CHOA CHU KANG SINGAPORE 680528,1.392412455,103.741549
Singapore 560552,552 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560552,1.37226364,103.8568287
Singapore 824174,174D EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 824174,1.397359333,103.9101188
Singapore 680658,658 CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 680658,1.400754188,103.74926
Singapore 600320,320 JURONG EAST STREET 31 HDB-JURONG EAST SINGAPORE 600320,1.34875786,103.7307087
Singapore 601285,285A TOH GUAN ROAD HDB-JURONG EAST SINGAPORE 601285,1.338538229,103.7462234
Singapore 100086,86 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100086,1.276756464,103.8085252
Singapore 823210,210C PUNGGOL PLACE PUNGGOL CREST SINGAPORE 823210,1.399654404,103.8999156
Singapore 530929,929 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530929,1.376032043,103.8814979
Singapore 644658,658D JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 644658,1.337216728,103.700758
Singapore 730518,518 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730518,1.434381597,103.791681
Singapore 510126,126 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510126,1.365487831,103.9552734
Singapore 653290,290B BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 653290,1.3435536,103.7566288
Singapore 520492,492B TAMPINES AVENUE 9 HDB-TAMPINES SINGAPORE 520492,1.363008243,103.9535476
Singapore 550512,512 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550512,1.371512358,103.8752466
Singapore 510479,479 PASIR RIS DRIVE 4 HDB-PASIR RIS SINGAPORE 510479,1.375177147,103.9592072
Singapore 760330,330 YISHUN RING ROAD YISHUN RIVERGREEN SINGAPORE 760330,1.430941645,103.8425748
Singapore 762318,318B YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 762318,1.433678336,103.8438713
Singapore 120379,379 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120379,1.317978017,103.7678315
Singapore 510706,706 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510706,1.380804459,103.9382387
Singapore 530835,835 HOUGANG CENTRAL HDB-HOUGANG SINGAPORE 530835,1.370363556,103.8899996
Singapore 650189,189 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650189,1.345795732,103.7463401
Singapore 570115,115 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570115,1.347918389,103.8487501
Singapore 142059,59 STRATHMORE AVENUE HDB-QUEENSTOWN SINGAPORE 142059,1.293189644,103.8112526
Singapore 640815,815 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640815,1.345332324,103.695851
Singapore 520333,333 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520333,1.353357195,103.9611297
Singapore 560181,181 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560181,1.376793099,103.8371422
Singapore 120454,454 CLEMENTI AVENUE 3 HDB-CLEMENTI HEIGHTS SINGAPORE 120454,1.312269291,103.7664304
Singapore 821211,211A PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 821211,1.401759847,103.8999443
Singapore 822312,312B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822312,1.411353096,103.9006147
Singapore 761430,430A YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 761430,1.421411704,103.8485637
Singapore 542213,213B COMPASSVALE LANE COMPASSVALE PEARL SINGAPORE 542213,1.385539436,103.9007808
Singapore 560547,547 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560547,1.374209517,103.8582097
Singapore 210663,663 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210663,1.305680317,103.8508577
Singapore 511527,527A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511527,1.368422935,103.9475937
Singapore 510108,108 PASIR RIS STREET 12 HDB-PASIR RIS SINGAPORE 510108,1.367478779,103.9570177
Singapore 640405,405 JURONG WEST STREET 42 HONG KAH COURT SINGAPORE 640405,1.354221279,103.7214393
Singapore 560587,587 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560587,1.370188804,103.8524295
Singapore 570149,149 BISHAN STREET 11 BISHAN GREEN SINGAPORE 570149,1.344279409,103.8555557
Singapore 750486,486 ADMIRALTY LINK SEMBAWANG GREEN SINGAPORE 750486,1.456027402,103.8161001
Singapore 460515,515 BEDOK NORTH AVENUE 2 KAKI BUKIT GREEN SINGAPORE 460515,1.331866565,103.9299602
Singapore 791439,439A SENGKANG WEST AVENUE FERNVALE COURT SINGAPORE 791439,1.391875231,103.8778554
Singapore 640470,470 JURONG WEST STREET 41 HDB-JURONG WEST SINGAPORE 640470,1.348124567,103.7211591
Singapore 521244,244 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 521244,1.353808406,103.947115
Singapore 322104,104 TOWNER ROAD HDB-KALLANG/WHAMPOA SINGAPORE 322104,1.319823545,103.8609797
Singapore 120117,117 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120117,1.324460582,103.7711846
Singapore 550325,325 SERANGOON AVENUE 3 HDB-SERANGOON WEST SINGAPORE 550325,1.35093759,103.868683
Singapore 100055,55 TELOK BLANGAH DRIVE BLANGAH VIEW SINGAPORE 100055,1.27396036,103.8121495
Singapore 085401,1D CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085401,1.276920234,103.8414858
Singapore 144061,61C STRATHMORE AVENUE STRATHMORE GREEN SINGAPORE 144061,1.294236426,103.8120352
Singapore 102109,109B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102109,1.280999372,103.8092253
Singapore 520294,294 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520294,1.350599566,103.9540481
Singapore 730740,740 WOODLANDS CIRCLE HDB-WOODLANDS SINGAPORE 730740,1.44451666,103.7962982
Singapore 600207,207 JURONG EAST STREET 21 JURONG EAST VIEW SINGAPORE 600207,1.337890377,103.7424281
Singapore 460422,422 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460422,1.328689293,103.9288938
Singapore 531988,988A BUANGKOK GREEN BUANGKOK VALE SINGAPORE 531988,1.379467597,103.8772665
Singapore 310038,38 LORONG 5 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310038,1.335341002,103.8548594
Singapore 752588,588B MONTREAL DRIVE MONTREAL SPRING SINGAPORE 752588,1.45043745,103.8251354
Singapore 650391,391 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650391,1.365853749,103.7527285
Singapore 641671,671A JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 641671,1.344046608,103.7023611
Singapore 350109,109 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350109,1.334863952,103.8674116
Singapore 650286,286 BUKIT BATOK EAST AVENUE 3 HDB-BUKIT BATOK SINGAPORE 650286,1.346747073,103.7584386
Singapore 542187,187B RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 542187,1.394297911,103.9058476
Singapore 550426,426 SERANGOON AVENUE 1 HDB-SERANGOON ESTATE SINGAPORE 550426,1.347795057,103.8760221
Singapore 120608,608 CLEMENTI WEST STREET 1 HDB-CLEMENTI SINGAPORE 120608,1.304341103,103.7665298
Singapore 730616,616 WOODLANDS AVENUE 4 HDB-WOODLANDS SINGAPORE 730616,1.434322762,103.7958443
Singapore 640751,751 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640751,1.347609581,103.6992277
Singapore 161025,25 LIM LIAK STREET HDB-BUKIT MERAH SINGAPORE 161025,1.28540981,103.8312809
Singapore 161078,78 INDUS ROAD INDUS GARDEN SINGAPORE 161078,1.291293745,103.8274764
Singapore 548264,264E COMPASSVALE BOW THE CORIS SINGAPORE 548264,1.381659187,103.8955049
Singapore 310143,143 LORONG 2 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310143,1.335884354,103.8439913
Singapore 600216,216 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600216,1.339530845,103.7378094
Singapore 642662,662B JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 642662,1.337019505,103.7033882
Singapore 460065,65 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 460065,1.324678528,103.9397703
Singapore 640633,633 JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 640633,1.343260813,103.6993343
Singapore 610157,157 YUNG LOH ROAD HDB-TAMAN JURONG SINGAPORE 610157,1.328616336,103.7216514
Singapore 570179,179 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570179,1.348608312,103.8518433
Singapore 643664,664C JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 643664,1.338211253,103.7031556
Singapore 560558,558 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560558,1.371236133,103.859192
Singapore 791414,414A FERNVALE LINK FERNVALE RIVERBOW SINGAPORE 791414,1.389583108,103.8794771
Singapore 760727,727 YISHUN STREET 71 KHATIB SPRING SINGAPORE 760727,1.426210117,103.8312401
Singapore 120717,717 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120717,1.303234409,103.7624648
Singapore 320093,93 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320093,1.322276067,103.8547999
Singapore 166026,26C JALAN MEMBINA MEMBINA COURT SINGAPORE 166026,1.282757974,103.8252056
Singapore 520243,243 SIMEI STREET 5 HDB-SIMEI SINGAPORE 520243,1.34395928,103.9551682
Singapore 380120,120 GEYLANG EAST CENTRAL HDB-GEYLANG EAST SINGAPORE 380120,1.318211531,103.8847523
Singapore 760363,363 YISHUN RING ROAD YISHUN GLORY SINGAPORE 760363,1.428904967,103.8452061
Singapore 570256,256 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570256,1.361318448,103.8426838
Singapore 824207,207D PUNGGOL PLACE PUNGGOL SAILS SINGAPORE 824207,1.400946529,103.9007084
Singapore 541318,318A ANCHORVALE LINK HDB-SENGKANG SINGAPORE 541318,1.393728316,103.889723
Singapore 470747,747 BEDOK RESERVOIR CRESCENT BELVIA SINGAPORE 470747,1.336542524,103.9221343
Singapore 824126,126D EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 824126,1.393783889,103.9109815
Singapore 510250,250 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510250,1.370238552,103.9628942
Singapore 520440,440 TAMPINES STREET 43 HDB-TAMPINES SINGAPORE 520440,1.360815708,103.9516116
Singapore 570249,249 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570249,1.361240911,103.8437726
Singapore 761342,342A YISHUN RING ROAD YISHUN NATURA SINGAPORE 761342,1.430597111,103.8444648
Singapore 200632,632 VEERASAMY ROAD ROWELL COURT SINGAPORE 200632,1.306066014,103.8545016
